term,category,mark,sentiment,type
Горячее,Food,Rel,positive,explicit
шашлык из свинины,Food,Rel,positive,explicit
лосось,Food,Rel,positive,explicit
мягко,Food,Rel,positive,implicit
сочно,Food,Rel,positive,implicit
не было фруктов,Food,Rel,negative,fct
фруктов,Food,Rel,negative,explicit
кормить,Food,Rel,neutral,explicit
меню,Food,Rel,neutral,explicit
повара,Service,Rel,neutral,explicit
официанта,Service,Rel,neutral,explicit
еду,Food,Rel,neutral,explicit
основному блюду,Food,Rel,neutral,explicit
менеджеру,Service,Rel,positive,explicit
приготовили,Service,Rel,positive,explicit
подали,Service,Rel,positive,explicit
официантов,Service,Rel,neutral,explicit
обедали,Food,Rel,neutral,explicit
Фартуке,Whole,Rel,neutral,explicit
место,Whole,Cmpr,neutral,explicit
Кухня,Food,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
недорого,Price,Rel,positive,implicit
порции,Food,Rel,neutral,explicit
Хлебная тарелка,Food,Rel,positive,explicit
горячих,Food,Rel,positive,implicit
булочки с чесночным маслом,Food,Rel,positive,explicit
лимонады,Food,Rel,neutral,explicit
фруктовые и молочные коктейли,Food,Rel,neutral,explicit
карты вин,Food,Rel,neutral,explicit
Интерьер,Interior,Rel,positive,explicit
уютно,Interior,Rel,positive,implicit
столиков мало,Interior,Rel,positive,fct
обеда,Food,Cmpr,neutral,explicit
Сервис,Service,Rel,positive,explicit
сервисом,Service,Cmpr,negative,explicit
приняли заказ,Service,Rel,positive,explicit
приготовили,Service,Rel,positive,explicit
милая,Service,Rel,positive,implicit
девушка,Service,Rel,positive,explicit
давала советы,Service,Rel,positive,fct
меню,Food,Rel,neutral,explicit
общалась с клиентами,Service,Rel,positive,explicit
Рассчитали,Service,Rel,positive,explicit
Столик забронировали,Service,Rel,neutral,explicit
холодные закуски,Food,Rel,neutral,explicit
горячие закуски,Food,Rel,neutral,explicit
напитки,Food,Rel,neutral,explicit
все уже было готово,Service,Rel,positive,fct
ресторан,Whole,Cmpr,neutral,explicit
ресторане,Whole,Cmpr,positive,explicit
ресторане &quot;КЭТ&quot;,Whole,Rel,neutral,explicit
уютный,Interior,Rel,positive,implicit
ресторан,Whole,Rel,positive,explicit
Интерьер,Interior,Rel,positive,explicit
теплые цвета,Interior,Rel,positive,implicit
мило,Interior,Rel,positive,implicit
Столиков немного,Interior,Rel,positive,fct
вежливый,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
молодой человек,Service,Rel,positive,explicit
Кухня,Food,Rel,positive,explicit
живая музыка,Interior,Rel,positive,fct
ресторане &quot;КЭТ&quot;,Whole,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
Кухня,Food,Rel,positive,explicit
Интерьер,Interior,Rel,positive,explicit
Сервис,Service,Rel,positive,explicit
команде ресторана,Service,Rel,positive,explicit
просторно,Interior,Rel,positive,implicit
светло,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
места мнооооого,Interior,Rel,positive,fct
вид из окна,Interior,Rel,positive,explicit
кофе,Food,Rel,neutral,explicit
кухню,Food,Prev,neutral,explicit
съела,Food,Rel,neutral,explicit
тыквенный суп,Food,Rel,positive,explicit
булочки,Food,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
кофе,Food,Rel,neutral,explicit
пиво,Food,Prev,positive,explicit
официантам,Service,Rel,positive,explicit
обслуживанием,Service,Prev,neutral,explicit
обслужили,Service,Rel,positive,explicit
ресторане &quot;Фаворит&quot;,Whole,Rel,neutral,explicit
места,Whole,Rel,neutral,explicit
меню,Food,Rel,positive,explicit
большой выбор,Food,Rel,positive,fct
вкуснейшая,Food,Rel,positive,implicit
выпечка,Food,Rel,positive,explicit
сервис,Service,Rel,positive,explicit
красивый,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
естественного освещения,Interior,Rel,positive,fct
атмосферу,Interior,Rel,positive,explicit
уютнее,Interior,Rel,positive,implicit
цена,Price,Rel,positive,explicit
персоналу,Service,Rel,positive,explicit
менеджера,Service,Rel,positive,explicit
профессионально,Service,Rel,positive,implicit
помогла,Service,Rel,positive,implicit
кухне,Food,Rel,neutral,explicit
ресторане,Whole,Rel,neutral,explicit
помогла,Service,Rel,positive,implicit
блюд,Food,Rel,neutral,explicit
напитков,Food,Rel,neutral,explicit
выпечки,Food,Rel,neutral,explicit
украшением зала,Interior,Rel,positive,explicit
организовала,Service,Rel,positive,explicit
ресторан,Whole,Rel,positive,explicit
место,Whole,Rel,positive,explicit
ресторана,Service,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
спокойная,Interior,Rel,positive,implicit
уютная,Interior,Rel,positive,implicit
Красивый,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
удобные,Interior,Rel,positive,implicit
кресла,Interior,Rel,positive,explicit
диванчики,Interior,Rel,positive,explicit
музыка,Interior,Rel,positive,explicit
меню,Food,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
блюда,Food,Rel,positive,explicit
Внимательный,Service,Rel,positive,implicit
приветливый,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
персоналу,Service,Rel,positive,explicit
внимательное,Service,Rel,positive,implicit
отношение,Service,Rel,positive,explicit
красиво,Interior,Rel,positive,implicit
декорированные,Interior,Rel,positive,explicit
украшенные,Interior,Rel,positive,explicit
свадебный зал,Interior,Rel,positive,explicit
столы,Interior,Rel,positive,explicit
шефу,Service,Rel,positive,explicit
поварам,Service,Rel,positive,explicit
вкусные,Food,Rel,positive,implicit
красиво оформленные,Food,Rel,positive,implicit
блюда,Food,Rel,positive,explicit
управляющей рестораном,Service,Rel,positive,explicit
помогла в выборе меню,Service,Rel,positive,fct
меню,Food,Rel,neutral,explicit
декорировании,Interior,Rel,positive,explicit
свадебного зала,Interior,Rel,positive,explicit
организовала,Service,Rel,positive,explicit
профессионал,Service,Rel,positive,implicit
доброжелательный,Service,Rel,positive,implicit
внимательный,Service,Rel,positive,implicit
ресторан,Whole,Rel,positive,explicit
покушать,Food,Prev,neutral,explicit
Ресторан,Whole,Rel,neutral,explicit
ресторане,Whole,Rel,neutral,explicit
место,Whole,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
уютный,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
доброжелательные,Service,Rel,positive,implicit
официанты,Service,Rel,positive,explicit
дружественная,Interior,Rel,positive,implicit
атмосфера,Interior,Rel,positive,explicit
порции,Food,Rel,positive,explicit
ценник,Price,Rel,positive,explicit
еда,Food,Rel,positive,explicit
деньги,Price,Rel,positive,explicit
омлет по-баварски,Food,Rel,neutral,explicit
салат с теплой куриной печенью,Food,Rel,neutral,explicit
пиво,Food,Rel,neutral,explicit
белого вина,Food,Rel,neutral,explicit
обошлось нам всего лишь,Price,Rel,positive,fct
ресторан,Whole,Rel,positive,explicit
Уютная,Interior,Rel,positive,implicit
обстановка,Interior,Rel,positive,explicit
атмосфера,Interior,Rel,positive,explicit
Обслуживание,Service,Rel,positive,explicit
вежливый,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
все пожелания выполнялись,Service,Rel,positive,fct
Вкусная,Food,Rel,positive,implicit
еда,Food,Rel,positive,explicit
порции,Food,Rel,positive,explicit
готовили и приносили,Service,Rel,positive,explicit
впечатления от посещения,Whole,Rel,positive,explicit
место,Whole,Rel,positive,explicit
уютный,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
первый зал,Interior,Rel,positive,explicit
вкусную,Food,Rel,positive,implicit
еду,Food,Rel,positive,explicit
персонал,Service,Rel,positive,explicit
цены,Price,Rel,positive,explicit
скидка,Price,Rel,positive,explicit
Ресторан,Whole,Rel,neutral,explicit
официант,Service,Rel,positive,explicit
вежливо,Service,Rel,positive,implicit
заведение,Whole,Cmpr,positive,explicit
заведение работает до последнего клиента,Service,Cmpr,positive,fct
Вино,Food,Rel,positive,explicit
одном экземпляре,Food,Rel,negative,fct
Счет,Price,Rel,neutral,explicit
цены,Price,Rel,positive,explicit
счет,Price,Rel,positive,explicit
горячее,Food,Rel,neutral,explicit
вина,Food,Rel,neutral,explicit
салаты,Food,Rel,neutral,explicit
счет,Price,Rel,positive,explicit
счет чуть меньше 6тр,Price,Rel,positive,fct
