class	query	query_parsed	infinitive
1	смотреть фильм ибо имя мне легион	V,несов,пе=инф S,муж,неод=(вин,ед|им,ед) CONJ= S,сред,неод=(вин,ед|им,ед) SPRO,ед,1-л=(пр|дат) S,муж,неод=(вин,ед|им,ед) 	1
1	быть человеком	V,нп=инф,несов S,муж,од=твор,ед 	1
1	уничтожить 200 мм минометы	V,пе=инф,сов S,муж,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,мн|им,мн) 	1
1	кто будет участвовать на самите брикс	SPRO,ед,муж,од=им V,нп=непрош,ед,изъяв,3-л V,несов,нп=инф PR= S,муж,неод=пр,ед S,муж,неод=(вин,ед|им,ед) 	1
1	принимать в штык	V=инф,несов,пе PR= S,муж,неод=(вин,ед|им,ед) 	1
1	по своему как писать	PR= APRO=(дат,ед,муж|дат,ед,сред) CONJ= V,несов,пе=инф 	1
1	что нужно делать если на винограде белый налет	CONJ= ADV,прдк= V,несов,пе=инф CONJ= PR= S,муж,неод=пр,ед A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	1
1	скачать книгу джорджа мартина песнь льда и пламени бесплатно	V,сов,пе=инф S,жен,неод=вин,ед S,имя,муж,од=(вин,ед|род,ед) S,имя,муж,од=(вин,ед|род,ед) S,жен,неод=(вин,ед|им,ед) S,муж,неод=род,ед CONJ= S,неод=(род,ед,сред|пр,ед,сред|дат,ед,сред) ADV= 	1
1	как быстрее доехать от метро щелковское до г балашиха ул свердлова 28	CONJ= ADV=срав V,нп=инф,сов PR= S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A=(вин,ед,полн,сред|им,ед,полн,сред) PR= S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,гео,жен,неод=им,ед S,сокр,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,муж,од=(вин,ед|род,ед) 	1
1	если задержка месячных 2 дня может ли быть беременность	CONJ= S,жен,неод=им,ед A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,неод=род,ед V,несов,нп=непрош,ед,изъяв,3-л PART= V,нп=инф,несов S,жен,неод=(вин,ед|им,ед) 	1
1	играть бесплатно дальнабойщик где надо самаму упровлять	V,несов,пе=инф ADV= S,муж,од=им,ед ADVPRO= ADV,прдк= S,имя,муж,од=дат,ед V,несов,пе=инф 	1
1	выростить	V,несов,пе=инф 	1
1	как понимать значения коэффициента пирсона	ADVPRO= V=инф,несов,пе S,сред,неод=(вин,мн|род,ед|им,мн) S,муж,неод=род,ед S,фам,муж,од=(вин,ед|род,ед) 	1
1	сколько в 16 лет должен быть член	ADV= PR= S,муж,неод=род,мн A=ед,кр,муж V,нп=инф,несов S,муж,од=им,ед 	1
1	место встречи изменить нельзя википедия	S,сред,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) V,пе=инф,сов ADV,прдк= S,жен,неод=им,ед 	1
1	клевать он кл	V,несов,пе=инф SPRO,ед,3-л,муж=им 	1
1	где купить буквы на номера в астане	ADVPRO= V,сов,пе=инф S,жен,неод=(вин,мн|род,ед|им,мн) PR= S,муж,неод=(вин,мн|род,ед|им,мн) PR= S,жен,неод=(пр,ед|дат,ед) 	1
1	забыть палермо	V=инф,сов S,гео,ед,муж,неод=(пр|вин|дат|род|твор|им) 	1
1	как прокрутить время в симс фри плей	ADVPRO= V,пе=инф,сов S,сред,неод=(вин,ед|им,ед) PR= S,фам,муж,од=им,ед A,reserved=(пр,мн|дат,мн|род,мн|твор,мн|им,мн|им,ед,жен|вин,ед,муж,од|род,ед,муж|род,ед,сред|вин,ед,сред|им,ед,сред|пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен|пр,ед,муж|пр,ед,сред|дат,ед,муж|дат,ед,сред|вин,ед,жен|вин,мн,неод|вин,ед,муж,неод|им,ед,муж|твор,ед,муж|твор,ед,сред|вин,мн,од) S,муж,неод=(вин,ед|им,ед) 	1
1	изготовить звездочку в кировограде	V=инф,сов,пе S,жен,неод=вин,ед PR= S,гео,муж,неод=пр,ед 	1
1	перевести с французского на русский la moscova	V=инф,сов PR= A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) PR= A=(вин,ед,полн,муж,неод|им,ед,полн,муж) 	1
1	как нарисовать эрика карра	ADVPRO= V,сов,пе=инф S,имя,муж,од=(вин,ед|род,ед) S,жен,неод=им,ед 	1
1	руководить кгб в 1990 году	V,несов,нп=инф S,reserved,сокр,ед,муж,неод=(пр|вин|дат|род|твор|им) PR= S,муж,неод=(дат,ед|местн,ед) 	1
1	как купить билет на афиша майл	ADVPRO= V,сов,пе=инф S,муж,неод=(вин,ед|им,ед) PR= S,жен,неод=им,ед S,муж,неод=(вин,ед|им,ед) 	1
1	ионная лампа купить	A=им,ед,полн,жен S,жен,неод=им,ед V,сов,пе=инф 	1
1	смотреть куда пропал артист породист александр песков	V,несов,пе=инф ADVPRO= V,нп=прош,ед,изъяв,муж,сов S,муж,од=им,ед A=ед,кр,муж S,имя,муж,од=им,ед S,муж,неод=род,мн 	1
1	денонсировать	V,пе=(инф,несов|инф,сов) 	1
1	сниться	V,несов,нп=инф 	1
1	купить сх технику в гуп оренбург	V,сов,пе=инф S,жен,неод=вин,ед S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) S,гео,муж,неод=(вин,ед|им,ед) 	1
1	создать электронную почту на mail ru бесплатно	V,пе=инф,сов A=вин,ед,полн,жен S,жен,неод=вин,ед PR= ADV= 	1
1	заветы юности читать	S,муж,неод=(вин,мн|им,мн) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) V,несов,пе=инф 	1
1	как нарисовать девочку з еквестр	ADVPRO= V,сов,пе=инф S,жен,од=вин,ед S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	1
1	как проехать в курске от ул звездной до кирова	ADVPRO= V,сов,нп=инф PR= S,гео,муж,неод=пр,ед PR= S,сокр,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен) PR= S,гео,муж,неод=род,ед 	1
1	смотреть псж имя игроков	V,несов,пе=инф S,сред,неод=(вин,ед|им,ед) S,муж,од=(вин,мн|род,мн) 	1
1	вдв дшб уссурийск как добраться	S,сокр,мн,неод=(пр|вин|дат|род|твор|им) S,гео,муж,неод=(вин,ед|им,ед) CONJ= V,нп=инф,сов 	1
1	как измерить землю в гектарах	ADVPRO= V,пе=инф,сов S,жен,неод=вин,ед PR= S,муж,неод=пр,мн 	1
1	как считать баллы в цт	CONJ= V,несов,пе=инф S,муж,неод=(вин,мн|им,мн) PR= S,ед,сред,неод=(пр|вин|дат|род|твор|им) 	1
1	вероникарешила умереть описание книги	V,сов,пе=прош,ед,изъяв,жен V,нп=инф,сов S,сред,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) 	1
1	totem sf 463 как снять шестеренку заднего колеса	ADVPRO= V,пе=инф,сов S,жен,неод=вин,ед A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред) S,сред,неод=(вин,мн|род,ед|им,мн) 	1
1	можно ли замки навесные отнести к строительным материалам	ADV,прдк= PART= S,муж,неод=(вин,мн|им,мн) A=(вин,мн,полн,неод|им,мн,полн) V=инф,сов PR= A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред) S,муж,неод=дат,мн 	1
1	анжелика и король читать онлайн	S,имя,жен,од=им,ед CONJ= S,муж,од=им,ед V,несов,пе=инф ADV= 	1
1	как в космических рейнджерах попасть в другие сектора	CONJ= PR= A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн) S,муж,од=пр,мн V,нп=инф,сов PR= APRO=(им,мн|вин,мн,неод) S,муж,неод=(вин,мн|род,ед|им,мн) 	1
1	служить бы рад прислуживаться тошно кто говорил	V,несов,пе=инф PART= A,кр=ед,муж V,нп=инф,несов ADV= SPRO,ед,муж,од=им V,несов,пе=прош,ед,изъяв,муж 	1
1	интерпретировать это	V,пе=(инф,несов|инф,сов) SPRO,ед,сред,неод=(вин|им) 	1
1	как строить картограммы на карте	ADVPRO= V,несов,пе=инф S,жен,неод=(вин,мн|род,ед|им,мн) PR= S,жен,неод=(пр,ед|дат,ед) 	1
1	смотреть хроники к книге акунина гром победы раздавайся	V,несов,пе=инф S,жен,неод=(вин,мн|род,ед|им,мн) PR= S,жен,неод=(пр,ед|дат,ед) S,фам,муж,од=(вин,ед|род,ед) S,муж,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) V,нп=ед,пов,2-л,несов 	1
